question,association,x,y,left_out_ob,rho_without_ob,rho_full,abs_change
HET4,ob index proxy vs route score,ob,route_positive_score,11,0.2651653436570212,0.2592623789370056,0.005902964720015613
HET4,ob index proxy vs route score,ob,route_positive_score,12,0.2651653436570212,0.2592623789370056,0.005902964720015613
HET4,ob index proxy vs route score,ob,route_positive_score,13,0.25878770334886686,0.2592623789370056,0.0004746755881387399
HET4,ob index proxy vs route score,ob,route_positive_score,14,0.2545161330683858,0.2592623789370056,0.004746245868619825
HET4,ob index proxy vs route score,ob,route_positive_score,15,0.22265170734116335,0.2592623789370056,0.03661067159584225
HET4,ob index proxy vs route score,ob,route_positive_score,16,0.2641004225981577,0.2592623789370056,0.004838043661152092
HET4,ob index proxy vs route score,ob,route_positive_score,17,0.2641004225981577,0.2592623789370056,0.004838043661152092
HET4,ob index proxy vs route score,ob,route_positive_score,18,0.3124780982345239,0.2592623789370056,0.05321571929751828
HET4,ob index proxy vs route score,ob,route_positive_score,19,0.3124780982345239,0.2592623789370056,0.05321571929751828
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,1,-0.26109391124871,-0.21228070175438596,0.04881320949432405
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,2,-0.21775025799793604,-0.21228070175438596,0.005469556243550083
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,3,-0.21775025799793604,-0.21228070175438596,0.005469556243550083
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,4,-0.28586171310629516,-0.21228070175438596,0.0735810113519092
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,5,-0.17027863777089783,-0.21228070175438596,0.04200206398348813
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,6,-0.3023735810113519,-0.21228070175438596,0.09009287925696596
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,7,-0.24664602683178533,-0.21228070175438596,0.03436532507739937
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,8,-0.20743034055727552,-0.21228070175438596,0.0048503611971104366
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,9,-0.20743034055727552,-0.21228070175438596,0.0048503611971104366
HET4,ob index proxy vs history abs effect,ob,4121_history_abs_effect,10,-0.2053663570691434,-0.21228070175438596,0.006914344685242546
